timestamp,host,cpu_util,mem_util,temp_cpu,net_in_bytes,net_out_bytes,tcp_conn,user_active,usb_event,usb_device,anomaly
2025-08-21T13:41:46,nanema-HP,0.7,26.4,46.0,1481112129.0,28599829.0,15,1,1,Device('/sys/devices/pci0000:00/0000:00:14.0/usb3/3-2/3-2:1.0'),0
2025-08-21T13:41:52,nanema-HP,4.1,26.4,46.0,1481113228.0,28600640.0,15,1,0,,0
2025-08-21T13:41:58,nanema-HP,0.9,26.4,46.0,1481114315.0,28601482.0,15,1,0,,0
2025-08-21T13:42:05,nanema-HP,0.3,26.5,46.0,1481133499.0,28602596.0,15,1,0,,0
2025-08-21T13:42:11,nanema-HP,1.0,26.7,46.0,1481139571.0,28603274.0,15,1,0,,0
2025-08-21T13:42:17,nanema-HP,4.4,26.6,44.0,1481146517.0,28603874.0,15,1,0,,0
2025-08-21T13:42:23,nanema-HP,3.6,26.5,44.0,1481147313.0,28604588.0,15,1,0,,0
2025-08-21T13:42:29,nanema-HP,0.9,26.6,44.0,1481148157.0,28605430.0,14,1,0,,0
2025-08-21T13:42:35,nanema-HP,1.0,26.6,45.0,1481148913.0,28606116.0,14,1,0,,0
2025-08-21T13:42:41,nanema-HP,2.1,26.5,45.0,1481149513.0,28606716.0,14,1,0,,0
2025-08-21T13:42:48,nanema-HP,2.3,26.5,46.0,1481159176.0,28609235.0,14,1,0,,0
2025-08-21T13:42:54,nanema-HP,0.8,26.5,46.0,1481162917.0,28613343.0,14,1,-1,Device('/sys/devices/pci0000:00/0000:00:14.0/usb3/3-2/3-2:1.0'),0
2025-08-21T13:43:00,nanema-HP,0.6,26.5,46.0,1481163750.0,28613943.0,14,1,-1,Device('/sys/devices/pci0000:00/0000:00:14.0/usb3/3-2'),0
2025-08-21T13:43:06,nanema-HP,0.5,26.5,45.0,1481164546.0,28614657.0,14,1,0,,0
2025-08-21T13:43:12,nanema-HP,2.2,26.5,45.0,1481165882.0,28615499.0,14,1,0,,0
2025-08-21T13:43:18,nanema-HP,0.6,26.6,45.0,1481166758.0,28622275.0,14,1,1,Device('/sys/devices/pci0000:00/0000:00:14.0/usb3/3-2'),0
2025-08-21T13:43:24,nanema-HP,0.6,26.6,45.0,1481169701.0,28622989.0,14,1,1,Device('/sys/devices/pci0000:00/0000:00:14.0/usb3/3-2/3-2:1.0'),0
2025-08-21T13:43:31,nanema-HP,0.6,26.6,45.0,1481171125.0,28623831.0,14,1,0,,0
2025-08-21T13:43:37,nanema-HP,0.4,26.6,45.0,1481172338.0,28624591.0,14,1,0,,0
2025-08-21T13:43:43,nanema-HP,0.8,26.6,45.0,1481173915.0,28625810.0,14,1,0,,0
2025-08-21T13:43:49,nanema-HP,0.5,26.5,45.0,1481174891.0,28626488.0,14,1,0,,0
2025-08-21T13:43:55,nanema-HP,0.6,26.5,46.0,1481175635.0,28627230.0,14,1,0,,0
2025-08-21T13:44:01,nanema-HP,0.3,26.5,46.0,1481176468.0,28627830.0,14,1,0,,0
2025-08-21T13:44:07,nanema-HP,0.8,26.5,46.0,1481178468.0,28628758.0,14,1,0,,0
2025-08-21T13:44:14,nanema-HP,0.5,26.5,44.0,1481179068.0,28629358.0,14,1,0,,0
2025-08-21T13:44:20,nanema-HP,0.5,26.5,44.0,1481179668.0,28629958.0,14,1,0,,0
2025-08-21T13:44:26,nanema-HP,3.0,26.6,46.0,1481180720.0,28631142.0,14,1,0,,0
2025-08-21T13:44:32,nanema-HP,0.5,26.6,46.0,1481181320.0,28631742.0,14,1,0,,0
2025-08-21T13:44:38,nanema-HP,2.8,26.5,46.0,1481181920.0,28632342.0,14,1,0,,0
2025-08-21T13:44:44,nanema-HP,0.8,26.5,45.0,1481191048.0,28643161.0,14,1,0,,0
2025-08-21T13:44:50,nanema-HP,0.5,26.5,45.0,1481191992.0,28644103.0,14,1,0,,0
2025-08-21T13:44:57,nanema-HP,0.6,26.5,44.0,1481192592.0,28644703.0,14,1,0,,0
2025-08-21T13:45:03,nanema-HP,0.5,26.5,44.0,1481193621.0,28645417.0,14,1,0,,0
2025-08-21T13:45:09,nanema-HP,3.6,26.5,44.0,1481194221.0,28646017.0,14,1,0,,0
2025-08-21T13:45:15,nanema-HP,0.6,26.5,44.0,1481194979.0,28646859.0,14,1,0,,0
2025-08-21T13:45:21,nanema-HP,0.7,26.5,44.0,1481195579.0,28647459.0,14,1,0,,0
2025-08-21T13:45:27,nanema-HP,1.4,26.5,44.0,1481196375.0,28648173.0,14,1,0,,0
2025-08-21T13:45:33,nanema-HP,3.9,26.5,45.0,1481197219.0,28649015.0,14,1,0,,0
2025-08-21T13:45:39,nanema-HP,0.5,26.5,45.0,1481198024.0,28649886.0,14,1,0,,0
2025-08-21T13:45:46,nanema-HP,0.6,26.5,45.0,1481198820.0,28650600.0,14,1,0,,0
2025-08-21T13:45:52,nanema-HP,1.8,26.5,45.0,1481199420.0,28651200.0,14,1,0,,0
2025-08-21T13:45:58,nanema-HP,4.3,26.3,45.0,1481200020.0,28651800.0,14,1,0,,0
2025-08-21T13:46:04,nanema-HP,0.6,26.3,44.0,1481201305.0,28652870.0,14,1,0,,0
2025-08-21T13:46:10,nanema-HP,0.3,26.3,44.0,1481201905.0,28653470.0,14,1,0,,0
2025-08-21T13:46:16,nanema-HP,0.4,26.3,44.0,1481202505.0,28654070.0,14,1,0,,0
2025-08-21T13:46:22,nanema-HP,2.0,26.3,46.0,1481203105.0,28654670.0,14,1,0,,0
2025-08-21T13:46:29,nanema-HP,0.5,26.3,46.0,1481204001.0,28655484.0,14,1,0,,0
2025-08-21T13:46:35,nanema-HP,0.3,26.3,45.0,1481204845.0,28656326.0,14,1,0,,0
2025-08-21T13:46:41,nanema-HP,0.4,26.3,45.0,1481205550.0,28657097.0,14,1,0,,0
2025-08-21T13:46:47,nanema-HP,2.3,26.3,45.0,1481206388.0,28657853.0,14,1,0,,0
2025-08-21T13:46:53,nanema-HP,9.4,26.4,43.0,1481206988.0,28658453.0,14,1,0,,0
2025-08-21T13:46:59,nanema-HP,3.4,26.1,43.0,1481248811.0,28691078.0,15,1,0,,0
2025-08-21T13:47:05,nanema-HP,3.1,26.1,43.0,1481251669.0,28700306.0,15,1,0,,0
2025-08-21T13:47:12,nanema-HP,4.1,26.1,43.0,1481254466.0,28707052.0,15,1,0,,0
2025-08-21T13:47:18,nanema-HP,3.9,26.1,43.0,1481257230.0,28715979.0,15,1,0,,0
2025-08-21T13:47:24,nanema-HP,2.0,26.1,44.0,1481260824.0,28730733.0,15,1,0,,0
2025-08-21T13:47:30,nanema-HP,9.7,26.8,44.0,1481275028.0,28759587.0,15,1,0,,0
2025-08-21T13:47:36,nanema-HP,8.8,26.9,44.0,1481281082.0,28762797.0,15,1,0,,0
2025-08-21T13:47:42,nanema-HP,12.8,26.8,44.0,1481287621.0,28766220.0,16,1,0,,0
2025-08-21T13:47:48,nanema-HP,6.5,26.9,44.0,1481300192.0,28798263.0,15,1,0,,0
2025-08-21T13:47:55,nanema-HP,3.3,26.2,46.0,1481304076.0,28808215.0,15,1,0,,0
2025-08-21T13:48:01,nanema-HP,0.5,26.2,46.0,1481306272.0,28815003.0,15,1,0,,0
2025-08-21T13:48:07,nanema-HP,0.5,26.2,46.0,1481307068.0,28815717.0,15,1,0,,0
2025-08-21T13:48:13,nanema-HP,1.6,26.1,45.0,1481307668.0,28816317.0,15,1,0,,0
2025-08-21T13:48:19,nanema-HP,4.9,26.2,45.0,1481315291.0,28824315.0,16,1,0,,0
2025-08-21T13:48:25,nanema-HP,0.9,26.2,45.0,1481316087.0,28825029.0,16,1,0,,0
2025-08-21T13:48:31,nanema-HP,0.7,26.2,45.0,1481316687.0,28825629.0,15,1,0,,0
2025-08-21T13:48:38,nanema-HP,1.0,26.3,45.0,1481317443.0,28826323.0,15,1,0,,0
2025-08-21T13:48:44,nanema-HP,0.7,26.2,45.0,1481318567.0,28827363.0,15,1,0,,0
2025-08-21T13:48:50,nanema-HP,1.1,26.2,45.0,1481319167.0,28827963.0,15,1,0,,0
2025-08-21T13:48:56,nanema-HP,1.3,26.2,45.0,1481319767.0,28828563.0,15,1,0,,0
2025-08-21T13:49:02,nanema-HP,1.0,26.2,48.0,1481320811.0,28829374.0,15,1,0,,0
2025-08-21T13:49:08,nanema-HP,3.0,26.2,48.0,1481321951.0,28830430.0,15,1,0,,0
2025-08-21T13:49:15,nanema-HP,0.5,26.2,46.0,1481322551.0,28831030.0,15,1,0,,0
2025-08-21T13:49:21,nanema-HP,0.5,26.2,46.0,1481323769.0,28832384.0,14,1,0,,0
2025-08-21T13:49:27,nanema-HP,0.8,26.4,46.0,1481338379.0,28847305.0,14,1,0,,0
2025-08-21T13:49:33,nanema-HP,3.0,26.4,45.0,1481340523.0,28854996.0,14,1,0,,0
2025-08-21T13:49:39,nanema-HP,1.2,26.4,45.0,1481341123.0,28855596.0,14,1,0,,0
2025-08-21T13:49:45,nanema-HP,0.5,26.4,45.0,1481341919.0,28856310.0,14,1,0,,0
2025-08-21T13:49:51,nanema-HP,0.3,26.4,47.0,1481342519.0,28856910.0,14,1,0,,0
2025-08-21T13:49:57,nanema-HP,8.2,27.1,47.0,1481353911.0,28890230.0,14,1,0,,0
2025-08-21T13:50:04,nanema-HP,8.3,26.8,47.0,1481360705.0,28894665.0,14,1,0,,0
2025-08-21T13:50:10,nanema-HP,8.0,26.8,47.0,1481365763.0,28897071.0,14,1,0,,0
2025-08-21T13:50:16,nanema-HP,1.8,26.6,47.0,1481374313.0,28932231.0,14,1,0,,0
2025-08-21T13:50:22,nanema-HP,1.7,26.5,45.0,1481376189.0,28935165.0,14,1,0,,0
2025-08-21T13:50:28,nanema-HP,4.3,26.6,45.0,1481378721.0,28941157.0,14,1,0,,0
2025-08-21T13:50:34,nanema-HP,6.9,26.6,45.0,1481379321.0,28941757.0,14,1,0,,0
2025-08-21T13:50:40,nanema-HP,0.5,26.5,45.0,1481379921.0,28942357.0,14,1,0,,0
2025-08-21T13:50:47,nanema-HP,0.8,26.5,45.0,1481387285.0,28950214.0,15,1,0,,0
2025-08-21T13:50:53,nanema-HP,3.3,26.5,48.0,1481387971.0,28950892.0,15,1,0,,0
2025-08-21T13:50:59,nanema-HP,1.5,26.5,48.0,1481388804.0,28951492.0,15,1,0,,0
2025-08-21T13:51:05,nanema-HP,0.6,26.5,48.0,1481390054.0,28952450.0,15,1,0,,0
2025-08-21T13:51:11,nanema-HP,0.4,26.5,45.0,1481390654.0,28953050.0,15,1,0,,0
2025-08-21T13:51:17,nanema-HP,2.7,26.5,45.0,1481391498.0,28953892.0,15,1,0,,0
2025-08-21T13:51:23,nanema-HP,0.5,26.5,45.0,1481392505.0,28954817.0,15,1,0,,0
2025-08-21T13:51:29,nanema-HP,0.5,26.5,45.0,1481393563.0,28955897.0,15,1,0,,0
2025-08-21T13:51:36,nanema-HP,0.5,26.5,45.0,1481394263.0,28956597.0,15,1,0,,0
2025-08-21T13:51:42,nanema-HP,3.3,26.5,45.0,1481395318.0,28957650.0,15,1,0,,0
2025-08-21T13:51:48,nanema-HP,0.4,26.5,45.0,1481396423.0,28958943.0,14,1,0,,0
2025-08-21T13:51:54,nanema-HP,0.5,26.5,45.0,1481397023.0,28959543.0,14,1,0,,0
2025-08-21T13:52:00,nanema-HP,0.6,26.7,45.0,1481415542.0,28966711.0,14,1,-1,Device('/sys/devices/pci0000:00/0000:00:14.0/usb3/3-4/3-4:4.1'),0
2025-08-21T13:52:06,nanema-HP,3.5,26.5,45.0,1481416562.0,28967575.0,14,1,-1,Device('/sys/devices/pci0000:00/0000:00:14.0/usb3/3-4/3-4:4.0'),0
2025-08-21T13:52:12,nanema-HP,0.8,26.5,45.0,1481420538.0,28974367.0,14,1,-1,Device('/sys/devices/pci0000:00/0000:00:14.0/usb3/3-4/3-4:4.2'),0
2025-08-21T13:52:19,nanema-HP,0.5,26.5,45.0,1481421468.0,28975287.0,14,1,-1,Device('/sys/devices/pci0000:00/0000:00:14.0/usb3/3-4'),0
2025-08-21T13:52:25,nanema-HP,0.7,26.5,45.0,1481425779.0,28979338.0,14,1,1,Device('/sys/devices/pci0000:00/0000:00:14.0/usb3/3-4'),0
2025-08-21T13:52:31,nanema-HP,0.7,26.5,44.0,1481426535.0,28980024.0,14,1,1,Device('/sys/devices/pci0000:00/0000:00:14.0/usb3/3-4/3-4:1.0'),0
2025-08-21T13:52:37,nanema-HP,0.4,26.5,44.0,1481427379.0,28980866.0,14,1,-1,Device('/sys/devices/pci0000:00/0000:00:14.0/usb3/3-4/3-4:1.0'),0
2025-08-21T13:52:43,nanema-HP,0.7,26.5,44.0,1481429923.0,28982848.0,14,1,1,Device('/sys/devices/pci0000:00/0000:00:14.0/usb3/3-4/3-4:4.0'),0
2025-08-21T13:52:49,nanema-HP,0.5,26.5,44.0,1481430693.0,28983610.0,14,1,1,Device('/sys/devices/pci0000:00/0000:00:14.0/usb3/3-4/3-4:4.1'),0
2025-08-21T13:52:56,nanema-HP,0.4,26.5,44.0,1481431451.0,28984452.0,14,1,1,Device('/sys/devices/pci0000:00/0000:00:14.0/usb3/3-4/3-4:4.2'),0
2025-08-21T13:53:02,nanema-HP,0.5,26.4,44.0,1481432284.0,28985052.0,14,1,-1,Device('/sys/devices/pci0000:00/0000:00:14.0/usb3/3-4/3-4:4.1'),0
2025-08-21T13:53:08,nanema-HP,0.4,26.4,44.0,1481433180.0,28985866.0,14,1,-1,Device('/sys/devices/pci0000:00/0000:00:14.0/usb3/3-4/3-4:4.0'),0
2025-08-21T13:53:14,nanema-HP,0.3,26.4,44.0,1481433780.0,28986466.0,14,1,-1,Device('/sys/devices/pci0000:00/0000:00:14.0/usb3/3-4/3-4:4.2'),0
2025-08-21T13:53:20,nanema-HP,0.5,26.7,43.0,1481448991.0,28994426.0,14,1,-1,Device('/sys/devices/pci0000:00/0000:00:14.0/usb3/3-4'),0
2025-08-21T13:53:26,nanema-HP,0.8,26.6,43.0,1481449873.0,28995218.0,14,1,0,,0
2025-08-21T13:53:32,nanema-HP,1.2,26.5,43.0,1481450813.0,28996431.0,14,1,0,,0
2025-08-21T13:53:38,nanema-HP,0.5,26.5,43.0,1481464257.0,29011688.0,16,1,0,,0
2025-08-21T13:53:45,nanema-HP,0.7,26.5,43.0,1481466236.0,29018265.0,15,1,0,,0
2025-08-21T13:53:51,nanema-HP,0.8,26.5,43.0,1481474574.0,29038414.0,17,1,0,,0
2025-08-21T13:53:57,nanema-HP,0.6,26.5,43.0,1481476078.0,29039114.0,17,1,0,,0
2025-08-21T13:54:03,nanema-HP,0.6,26.4,43.0,1481477412.0,29039714.0,17,1,0,,0
2025-08-21T13:54:09,nanema-HP,0.7,26.4,42.0,1481478740.0,29040670.0,17,1,0,,0
2025-08-21T13:54:15,nanema-HP,0.5,26.5,42.0,1481479340.0,29041270.0,17,1,0,,0
2025-08-21T13:54:21,nanema-HP,0.8,26.5,42.0,1481479940.0,29041870.0,16,1,0,,0
2025-08-21T13:54:28,nanema-HP,0.4,26.5,43.0,1481480736.0,29042584.0,16,1,0,,0
2025-08-21T13:54:34,nanema-HP,0.6,26.5,43.0,1481481798.0,29043644.0,16,1,0,,0
2025-08-21T13:54:40,nanema-HP,0.8,26.5,43.0,1481482584.0,29044422.0,16,1,0,,0
2025-08-21T13:54:46,nanema-HP,0.4,26.5,43.0,1481483606.0,29045444.0,16,1,0,,0
2025-08-21T13:54:52,nanema-HP,0.5,26.5,43.0,1481484646.0,29046400.0,16,1,0,,0
2025-08-21T13:54:58,nanema-HP,1.3,26.5,42.0,1481485911.0,29047000.0,16,1,0,,0
2025-08-21T13:55:05,nanema-HP,0.7,26.5,42.0,1481486630.0,29047600.0,16,1,0,,0
2025-08-21T13:55:11,nanema-HP,0.4,26.5,42.0,1481487426.0,29048314.0,16,1,0,,0
2025-08-21T13:55:17,nanema-HP,0.5,26.5,42.0,1481488026.0,29048914.0,16,1,0,,0
2025-08-21T13:55:23,nanema-HP,0.6,26.5,42.0,1481489089.0,29049856.0,16,1,0,,0
2025-08-21T13:55:29,nanema-HP,0.4,26.5,42.0,1481489885.0,29050570.0,16,1,0,,0
2025-08-21T13:55:35,nanema-HP,0.6,26.5,42.0,1481490617.0,29051388.0,16,1,0,,0
2025-08-21T13:55:41,nanema-HP,0.5,26.4,42.0,1481491805.0,29052308.0,16,1,0,,0
2025-08-21T13:55:48,nanema-HP,0.9,26.3,43.0,1481492851.0,29053444.0,16,1,0,,0
2025-08-21T13:55:54,nanema-HP,0.6,26.3,43.0,1481493695.0,29054286.0,16,1,0,,0
2025-08-21T13:56:00,nanema-HP,0.8,26.3,43.0,1481494786.0,29054886.0,16,1,0,,0
2025-08-21T13:56:06,nanema-HP,0.3,26.3,43.0,1481495386.0,29055486.0,16,1,0,,0
2025-08-21T13:56:12,nanema-HP,0.5,26.3,43.0,1481496282.0,29056300.0,16,1,0,,0
2025-08-21T13:56:18,nanema-HP,0.5,26.3,43.0,1481497126.0,29057142.0,16,1,0,,0
2025-08-21T13:56:25,nanema-HP,0.4,26.3,43.0,1481497984.0,29057742.0,16,1,0,,0
2025-08-21T13:56:31,nanema-HP,0.8,26.3,43.0,1481501872.0,29058756.0,16,1,0,,0
2025-08-21T13:56:37,nanema-HP,0.5,26.3,43.0,1481504370.0,29061042.0,15,1,0,,0
2025-08-21T13:56:43,nanema-HP,1.2,26.3,43.0,1481505830.0,29061720.0,15,1,0,,0
2025-08-21T13:56:49,nanema-HP,0.5,26.3,43.0,1481506884.0,29062434.0,15,1,0,,0
2025-08-21T13:56:55,nanema-HP,0.9,26.3,43.0,1481508100.0,29063134.0,15,1,0,,0
2025-08-21T13:57:01,nanema-HP,0.5,26.3,43.0,1481528122.0,29064034.0,15,1,0,,0
2025-08-21T13:57:07,nanema-HP,2.8,26.4,43.0,1481534859.0,29072487.0,16,1,0,,0
2025-08-21T13:57:14,nanema-HP,14.3,26.7,43.0,1481536319.0,29073165.0,16,1,0,,0
2025-08-21T13:57:20,nanema-HP,0.4,26.6,44.0,1481536919.0,29073765.0,16,1,0,,0
2025-08-21T13:57:26,nanema-HP,0.3,26.6,44.0,1481537519.0,29074365.0,16,1,0,,0
2025-08-21T13:57:32,nanema-HP,0.5,26.8,44.0,1481538559.0,29075321.0,16,1,0,,0
2025-08-21T13:57:38,nanema-HP,0.4,27.0,43.0,1481539814.0,29075921.0,16,1,0,,0
2025-08-21T13:57:44,nanema-HP,0.4,27.1,43.0,1481542262.0,29077889.0,14,1,0,,0
2025-08-21T13:57:51,nanema-HP,0.4,27.2,43.0,1481543186.0,29078723.0,14,1,0,,0
2025-08-21T13:57:57,nanema-HP,0.6,27.4,43.0,1481544546.0,29079565.0,14,1,0,,0
2025-08-21T13:58:03,nanema-HP,0.3,27.5,43.0,1481545637.0,29080165.0,14,1,0,,0
2025-08-21T13:58:09,nanema-HP,0.6,27.6,42.0,1481546656.0,29081215.0,14,1,0,,0
2025-08-21T13:58:15,nanema-HP,0.5,27.6,42.0,1481547256.0,29081815.0,14,1,0,,0
2025-08-21T13:58:21,nanema-HP,0.4,27.7,42.0,1481548735.0,29082657.0,14,1,0,,0
2025-08-21T13:58:27,nanema-HP,1.5,27.8,42.0,1481549919.0,29083471.0,14,1,0,,0
2025-08-21T13:58:33,nanema-HP,0.4,27.8,42.0,1481550519.0,29084071.0,14,1,0,,0
2025-08-21T13:58:40,nanema-HP,0.5,27.8,42.0,1481551317.0,29084915.0,14,1,0,,0
2025-08-21T13:58:46,nanema-HP,0.3,27.9,42.0,1481552103.0,29085657.0,14,1,0,,0
2025-08-21T13:58:52,nanema-HP,0.4,27.9,42.0,1481552999.0,29086471.0,14,1,0,,0
2025-08-21T13:58:58,nanema-HP,0.4,28.0,42.0,1481553599.0,29087071.0,14,1,0,,0
2025-08-21T13:59:04,nanema-HP,0.5,27.8,42.0,1481554432.0,29087671.0,14,1,0,,0
2025-08-21T13:59:10,nanema-HP,0.3,27.8,42.0,1481555683.0,29088838.0,14,1,0,,0
2025-08-21T13:59:16,nanema-HP,0.3,27.9,42.0,1481556369.0,29089516.0,14,1,0,,0
2025-08-21T13:59:23,nanema-HP,0.3,27.9,42.0,1481556969.0,29090116.0,14,1,0,,0
2025-08-21T13:59:29,nanema-HP,0.4,28.0,41.0,1481558005.0,29090830.0,14,1,0,,0
2025-08-21T13:59:35,nanema-HP,0.8,27.0,41.0,1481558605.0,29091430.0,14,1,0,,0
2025-08-21T13:59:41,nanema-HP,0.3,27.0,41.0,1481559549.0,29092372.0,14,1,0,,0
2025-08-21T13:59:47,nanema-HP,0.6,27.1,42.0,1481560345.0,29093086.0,14,1,0,,0
2025-08-21T13:59:53,nanema-HP,0.4,27.1,42.0,1481561203.0,29093686.0,14,1,0,,0
2025-08-21T14:00:00,nanema-HP,0.9,26.8,42.0,1481564042.0,29094849.0,14,1,0,,0
2025-08-21T14:00:06,nanema-HP,0.7,26.8,42.0,1481565532.0,29095527.0,14,1,0,,0
2025-08-21T14:00:12,nanema-HP,0.5,26.9,42.0,1481566672.0,29096241.0,14,1,0,,0
2025-08-21T14:00:18,nanema-HP,0.3,26.9,42.0,1481567530.0,29096841.0,14,1,0,,0
2025-08-21T14:00:24,nanema-HP,0.6,27.0,42.0,1481568474.0,29097783.0,14,1,0,,0
2025-08-21T14:00:30,nanema-HP,0.7,27.1,42.0,1481569270.0,29098497.0,14,1,0,,0
2025-08-21T14:00:36,nanema-HP,0.4,27.2,42.0,1481569956.0,29099097.0,14,1,0,,0
2025-08-21T14:00:42,nanema-HP,0.3,26.4,42.0,1481570556.0,29099697.0,14,1,0,,0
2025-08-21T14:00:49,nanema-HP,0.5,26.4,42.0,1481571352.0,29100411.0,14,1,0,,0
2025-08-21T14:00:55,nanema-HP,0.5,26.6,42.0,1481572742.0,29101253.0,14,1,0,,0
2025-08-21T14:01:01,nanema-HP,0.6,26.7,42.0,1481574091.0,29101853.0,13,1,0,,0
2025-08-21T14:01:07,nanema-HP,0.3,26.7,42.0,1481575131.0,29102809.0,13,1,0,,0
2025-08-21T14:01:13,nanema-HP,0.7,26.7,42.0,1481576665.0,29103509.0,13,1,0,,0
2025-08-21T14:01:19,nanema-HP,0.4,26.8,42.0,1481577781.0,29104109.0,13,1,0,,0
2025-08-21T14:01:25,nanema-HP,0.8,26.9,42.0,1481578913.0,29104951.0,13,1,0,,0
2025-08-21T14:01:32,nanema-HP,0.5,27.0,42.0,1481579709.0,29105665.0,13,1,0,,0
2025-08-21T14:01:38,nanema-HP,0.4,27.2,42.0,1481580309.0,29106265.0,13,1,0,,0
2025-08-21T14:01:44,nanema-HP,0.4,27.3,42.0,1481581153.0,29107107.0,13,1,0,,0
2025-08-21T14:01:50,nanema-HP,0.3,27.5,42.0,1481581949.0,29107821.0,13,1,0,,0
2025-08-21T14:01:56,nanema-HP,0.3,27.6,42.0,1481582549.0,29108421.0,13,1,0,,0
2025-08-21T14:02:02,nanema-HP,0.4,27.8,42.0,1481602822.0,29109563.0,13,1,0,,0
2025-08-21T14:02:08,nanema-HP,0.6,27.8,42.0,1481603618.0,29110277.0,13,1,0,,0
2025-08-21T14:02:15,nanema-HP,0.3,27.9,42.0,1481604304.0,29110955.0,13,1,0,,0
2025-08-21T14:02:21,nanema-HP,0.6,27.9,42.0,1481605148.0,29111797.0,13,1,0,,0
2025-08-21T14:02:27,nanema-HP,0.4,28.0,42.0,1481606044.0,29112611.0,13,1,0,,0
2025-08-21T14:02:33,nanema-HP,0.7,28.1,42.0,1481607044.0,29113539.0,13,1,0,,0
2025-08-21T14:02:39,nanema-HP,0.3,28.1,42.0,1481607644.0,29114139.0,13,1,0,,0
2025-08-21T14:02:45,nanema-HP,0.5,28.2,42.0,1481609992.0,29115987.0,13,1,0,,0
2025-08-21T14:02:51,nanema-HP,0.6,28.2,42.0,1481610916.0,29116821.0,13,1,0,,0
2025-08-21T14:02:58,nanema-HP,0.4,28.2,42.0,1481611760.0,29117663.0,13,1,0,,0
2025-08-21T14:03:04,nanema-HP,0.5,27.8,42.0,1481612593.0,29118263.0,13,1,0,,0
2025-08-21T14:03:10,nanema-HP,0.3,27.8,42.0,1481614001.0,29119077.0,13,1,0,,0
2025-08-21T14:03:16,nanema-HP,0.5,27.9,42.0,1481615283.0,29119677.0,13,1,0,,0
2025-08-21T14:03:22,nanema-HP,0.5,27.9,42.0,1481616381.0,29120519.0,13,1,0,,0
2025-08-21T14:03:28,nanema-HP,0.6,28.0,42.0,1481617517.0,29121233.0,13,1,0,,0
