cpu_util,mem_util,temp_cpu,net_in_bytes,net_out_bytes,tcp_conn,user_active,usb_event,anomaly,timestamp,host
70.99556374057885,94.75434510254512,92.76579303983296,6392903361.362374,8970421442.607538,274,4,0,1,2025-01-01 00:30:40,simulated
84.0723273135827,77.3136790304847,89.04321653122916,6404373867.432686,2487969699.3173237,233,1,2,1,2025-01-01 01:23:30,simulated
10.00071671311494,45.524298251869055,44.50945025854908,511502446.7178026,820448069.0447361,34,1,0,0,2025-01-01 00:09:50,simulated
12.924060155695054,33.548765914364026,41.499531735554406,221662351.8077191,471747721.54910296,43,1,0,0,2025-01-01 00:54:40,simulated
7.499620645140148,48.67884041463798,52.4001259800295,258483289.28115907,283362438.49230283,8,1,1,0,2025-01-01 00:16:00,simulated
16.961081111515245,22.86670476473036,51.10443733629388,126805578.71571502,906042018.2699955,21,1,0,0,2025-01-01 00:52:00,simulated
71.70397771219355,93.07030629438657,95.27880503249838,1558546086.576065,5049138461.126648,262,1,2,1,2025-01-01 01:35:40,simulated
3.033879925820697,27.955682361550206,49.17991687056778,172400134.33331066,916060141.5862975,12,1,0,0,2025-01-01 00:49:50,simulated
8.088049342306036,26.429470983955696,57.79051156141485,428822508.05379605,323360974.7042368,20,0,1,0,2025-01-01 00:46:10,simulated
96.93700063951101,88.1803131928315,89.17619311277726,2650535184.3408813,1900284795.7776527,257,4,3,1,2025-01-01 01:27:20,simulated
97.94643391818813,80.34278022964311,82.83563257393381,9326984894.759666,6921590359.824657,450,4,2,1,2025-01-01 00:33:30,simulated
88.36248371748168,98.95184777229773,99.1752774555671,8394844213.114931,7013227227.392355,292,4,1,1,2025-01-01 00:06:30,simulated
75.88766314141495,92.51880627637689,92.42585698677536,6967578069.952242,1987499540.4359677,137,1,3,1,2025-01-01 01:12:50,simulated
84.263376897769,96.36253606056512,98.42429697026736,7526733257.824869,7432304480.499645,157,3,1,1,2025-01-01 00:28:20,simulated
84.93376362145555,99.83930073802438,94.24765810729353,4882782987.006122,2505440703.7836704,451,2,1,1,2025-01-01 01:19:50,simulated
17.96889796826119,47.57907110819878,45.56092652643763,320284495.7937767,932047762.1413815,39,1,0,0,2025-01-01 00:43:30,simulated
80.09436148767911,90.14506843124019,94.80468917036418,1324236576.9837325,1338938393.1334834,337,1,0,1,2025-01-01 00:29:40,simulated
12.837888385631992,29.139603505566242,41.87178648550647,85053547.3332289,649683403.2624094,9,0,1,0,2025-01-01 00:03:50,simulated
6.853797852358367,26.13242083315417,43.32402381235072,612284292.2122924,880793826.3637697,35,1,1,0,2025-01-01 00:05:00,simulated
89.14326423713896,82.93090879019806,94.46651899003501,7371128254.655063,9339513429.732944,384,2,1,1,2025-01-01 00:36:10,simulated
5.479220621786602,21.171019617788005,52.70704948611369,739103779.0765468,594174760.7051524,9,1,1,0,2025-01-01 00:01:40,simulated
7.355611597259458,31.936137733611396,41.24816495111845,543005483.0944383,272109414.07037425,25,0,1,0,2025-01-01 00:36:50,simulated
80.29716158756037,93.7900177994648,88.23245635388588,9995232280.850904,7262994395.725883,469,4,0,1,2025-01-01 01:10:00,simulated
10.325411061303294,26.826160517208557,46.821348816590465,877480780.6054833,156564279.31209782,1,1,0,0,2025-01-01 00:49:20,simulated
17.494128340683986,20.4189567336385,44.43674903999771,78174526.28135733,972981577.9502668,15,0,1,0,2025-01-01 00:09:00,simulated
75.35994321103604,85.5201929574787,92.04534122882757,8363665083.913817,6017253177.512843,437,2,0,1,2025-01-01 00:23:40,simulated
14.21351987408633,28.75517146964681,52.57402433266478,979921921.8443946,50809978.26805718,8,0,0,0,2025-01-01 00:34:50,simulated
89.96183621826678,86.51449978656242,96.73351928800338,5402105609.721717,4682276881.269439,248,3,1,1,2025-01-01 00:34:00,simulated
98.80628783738565,95.9454850632712,82.5222391370566,6526013008.347241,8835471171.56007,444,4,3,1,2025-01-01 00:48:40,simulated
82.26183732525917,74.21601460532705,81.82086137437057,6309832000.453204,6372477137.973843,312,3,2,1,2025-01-01 00:43:40,simulated
92.58339476053526,92.99558807066279,82.979649937602,3660036444.1569242,5320147789.147859,293,2,1,1,2025-01-01 01:17:40,simulated
10.87087668799174,36.953991805987904,40.570721206187514,672906433.9109268,452746586.20644706,42,1,0,0,2025-01-01 00:11:40,simulated
89.93652094210911,74.3504594497611,88.09111250577536,7698434616.579658,1209337176.1730292,116,3,0,1,2025-01-01 00:23:50,simulated
5.245694976693254,27.898686131042837,53.500733214361055,648194563.602908,27684596.66952515,24,1,0,0,2025-01-01 00:17:50,simulated
87.7090484487478,73.49673482776748,83.84006268944115,8249424982.798659,6545179931.162132,171,3,2,1,2025-01-01 00:15:30,simulated
93.82478991647521,76.64729951296478,86.07623809811273,7520410755.933868,8832070599.730614,182,4,3,1,2025-01-01 00:31:40,simulated
73.8362362811318,85.28377006609489,95.66307298860056,9011545798.995644,8040939147.179189,198,2,1,1,2025-01-01 00:56:50,simulated
19.851614825377695,46.35534341451246,41.7554777016004,413630896.2180135,935391071.6563083,6,0,1,0,2025-01-01 00:48:40,simulated
3.414978433027007,35.07889703712546,55.41265084802095,252719037.27546832,434749937.28182805,45,0,0,0,2025-01-01 00:48:10,simulated
76.2594765320728,86.97478773462987,89.20852777678641,2964639068.719301,8346319261.958281,475,3,0,1,2025-01-01 00:42:00,simulated
12.666541883722164,22.449840160151666,54.63466351348394,616485356.9549015,761011346.1523534,46,0,0,0,2025-01-01 00:06:30,simulated
90.08084091521908,96.50975125950316,96.3284101528674,3349349733.6939354,2011909743.2295926,162,2,4,1,2025-01-01 00:31:30,simulated
14.414148917719414,48.583976502627536,44.63752144286302,523143687.104739,516818204.10800016,13,1,0,0,2025-01-01 00:51:10,simulated
99.28031888292004,80.33253490674879,97.94639677023166,5012881190.585214,8283935349.077633,430,3,1,1,2025-01-01 00:46:30,simulated
17.25117880906011,28.756794783957293,46.97787617088846,307883218.0620148,913054760.6301466,27,0,1,0,2025-01-01 00:11:00,simulated
8.812400631149162,38.713086251187576,53.587333852713236,444583692.18457705,181922622.40652636,13,1,0,0,2025-01-01 00:45:50,simulated
0.9512873863180271,24.53390750206319,50.30618233378308,791225344.3439435,385324218.0426994,39,1,0,0,2025-01-01 00:11:10,simulated
0.587733384903657,24.283992820650187,47.846767928098956,143665950.8665252,936615881.7690226,30,1,0,0,2025-01-01 00:53:00,simulated
71.79214205104986,83.6519922341127,97.270570982156,1395730197.2653058,2501733240.085394,408,2,1,1,2025-01-01 00:24:40,simulated
75.37626890586834,85.42720446614102,94.6556332150003,6191664586.98503,2741095046.9614534,104,4,3,1,2025-01-01 01:39:40,simulated
77.7761540087246,72.9024176402555,96.82189863879586,9117119505.137575,1298562278.5313451,204,3,4,1,2025-01-01 00:52:20,simulated
70.08011725055745,82.29704506118505,80.31754741969948,6394682470.867178,2130734875.302815,311,4,2,1,2025-01-01 00:58:50,simulated
10.572065602504725,33.042786558892885,46.303441872285575,565410721.5069438,57268661.18468816,33,1,1,0,2025-01-01 00:54:30,simulated
5.402688620428428,36.120363331688814,40.09867871453256,462171841.64132315,384255763.84575444,14,0,0,0,2025-01-01 01:03:40,simulated
90.06628065376097,71.06167876202272,90.58772336354325,1281971279.3503604,6880609397.951595,479,3,1,1,2025-01-01 00:08:30,simulated
72.53528686091667,99.10928183367383,85.98611757397767,3903587665.645811,1840902496.4491248,286,3,3,1,2025-01-01 00:20:20,simulated
17.403913460021837,42.01296062258547,44.69347746783317,669674539.8534237,919333672.378717,32,1,1,0,2025-01-01 00:36:20,simulated
83.45462943149103,94.26957434833463,95.00303610159465,6309274562.998455,8547085061.56099,233,3,3,1,2025-01-01 01:04:30,simulated
89.24424524966736,83.80023800096484,81.05340489058753,5720073172.61114,8493882244.970681,346,2,2,1,2025-01-01 00:06:00,simulated
90.29196200071814,92.56711459056193,88.98644795679124,6229370622.158442,9164926231.589375,297,3,2,1,2025-01-01 01:00:40,simulated
6.983802841717108,44.37459328994062,47.388202990255586,592109259.342725,232541666.71396482,4,0,0,0,2025-01-01 00:14:40,simulated
18.162494301411275,36.69488793860776,46.675801302918956,985515083.7802079,204710995.73926237,32,1,0,0,2025-01-01 00:10:30,simulated
82.22876864936458,75.40272222223183,92.19504053459286,8561276907.768937,1451378992.7483313,483,3,2,1,2025-01-01 01:11:00,simulated
95.29503635198297,90.3127299446787,91.3497926762032,8018843279.034792,5538661662.935917,312,3,0,1,2025-01-01 00:52:40,simulated
5.727483479657199,23.144729845707054,40.02780692530217,546429135.0504982,620813262.013808,11,0,0,0,2025-01-01 00:58:30,simulated
98.0656183009955,77.23052083153463,84.80813586879005,5771753437.972007,3053682679.200864,305,1,1,1,2025-01-01 01:29:20,simulated
11.20025560838555,48.007037540526724,52.90964216914604,261629921.44569358,906663581.0225928,17,1,0,0,2025-01-01 00:42:40,simulated
80.70208999443138,89.56689770119316,87.99562319178882,5987111965.548011,3844902548.8299294,276,1,4,1,2025-01-01 00:39:10,simulated
71.01570021685792,98.23450394590577,85.838867402882,2149313355.314169,5815416200.216908,316,2,3,1,2025-01-01 00:40:40,simulated
83.98157816912413,98.46815867082799,97.41702043334386,4349440614.051043,9943197672.547472,183,3,4,1,2025-01-01 00:25:40,simulated
75.59024124519065,77.87318485757386,91.31216628730368,7653103291.046768,7907755652.067499,499,3,1,1,2025-01-01 01:33:10,simulated
5.3131223982741105,48.465393545198,47.09599221287517,541610376.7064668,393154333.53785765,18,0,0,0,2025-01-01 00:28:00,simulated
88.11845571434353,94.94396088435278,98.12369864008488,5940405025.152724,3880437399.912881,115,1,2,1,2025-01-01 01:26:10,simulated
79.39417583598785,99.66032005472158,82.81860379464509,7511795566.906397,8214881680.123226,441,4,4,1,2025-01-01 00:21:20,simulated
83.11945099521745,87.2727904437802,91.55077407396394,7459205445.455328,6600713936.393057,317,3,1,1,2025-01-01 01:10:30,simulated
83.54890679796056,83.91007100724103,86.22788642163897,3262835895.463413,8900431062.27768,227,3,4,1,2025-01-01 01:37:30,simulated
89.96471787591483,90.0773214790321,90.01627523491372,8844759972.934937,9139564908.09005,455,1,1,1,2025-01-01 01:09:20,simulated
6.234884456619822,22.74093032850252,55.18753910166156,350988716.2369387,166955306.41574228,25,0,0,0,2025-01-01 00:14:20,simulated
80.41981554135349,95.80511402667437,83.84588380522068,4887003021.361572,7558468499.894943,215,4,1,1,2025-01-01 00:05:20,simulated
13.000096601093583,41.36610444999205,45.98722308908657,762955576.7715455,569936465.8220493,17,0,0,0,2025-01-01 00:30:40,simulated
89.93608530780212,76.78452068304594,80.80152417605957,3264743149.4071517,2924285039.2838964,105,3,2,1,2025-01-01 01:36:20,simulated
98.28693732938562,79.57584968338034,91.52425031963269,9293816331.354599,9521712799.963358,251,1,2,1,2025-01-01 00:22:20,simulated
4.403244535414155,22.440448340206753,46.62671383239373,872521677.2026616,468563708.96593004,8,0,0,0,2025-01-01 00:49:00,simulated
99.49323945594574,92.25135238790772,85.10633924678612,5746290649.889708,4453852554.240031,358,2,3,1,2025-01-01 01:22:00,simulated
91.69088375915864,76.18847867134994,83.6650238155464,2230819346.973516,9540457433.939001,420,4,2,1,2025-01-01 00:04:10,simulated
97.21366369645308,80.38203442871861,88.0513877806298,2795792200.9874864,2894638129.2357926,292,4,1,1,2025-01-01 00:52:10,simulated
9.04843635990357,31.149561788663544,54.759663650462784,561139094.050725,362555874.4724231,45,1,0,0,2025-01-01 00:43:20,simulated
8.562558241591024,32.405897655954135,47.18888941463078,693618350.6710825,327604253.8659981,32,0,0,0,2025-01-01 00:39:30,simulated
75.6545431139607,86.87381005607651,91.51079857702888,6002091346.209501,4941980738.145413,433,1,2,1,2025-01-01 00:26:30,simulated
91.10779314825385,74.1598208022129,93.35628105945815,4262889122.642505,8732512565.72968,327,2,2,1,2025-01-01 00:30:30,simulated
95.65006482699116,80.32411641587382,97.77802228711678,9095034918.814724,9763989460.420786,167,1,4,1,2025-01-01 00:07:30,simulated
80.59806934355292,74.3898004241825,86.57115697415365,3150336796.68796,6556635926.324175,116,4,4,1,2025-01-01 01:17:50,simulated
88.61859462861804,88.30232567071198,81.88992650989614,1488379917.0183015,3100402518.7743025,473,4,4,1,2025-01-01 01:06:40,simulated
79.38935856065564,78.21528579444995,92.51359708195801,2738302681.8674793,2376857586.790351,289,2,0,1,2025-01-01 00:33:10,simulated
81.34072358095924,88.92094214446004,93.56715139739265,2197054567.803258,5073475150.296884,426,1,2,1,2025-01-01 01:14:50,simulated
19.504104030902447,40.37196512190522,50.27747804262718,242034628.71483624,936762433.1799463,15,1,1,0,2025-01-01 00:44:10,simulated
90.13235621376793,76.61892384091527,96.44011841929552,7349895521.939917,2965661338.682806,112,3,3,1,2025-01-01 01:39:10,simulated
93.58853017526002,97.80319995474828,86.12714095695111,2745621872.330465,3464084185.92057,258,1,3,1,2025-01-01 00:21:30,simulated
8.081402182072999,49.87254787686554,59.11609667602489,903570727.4287456,908580135.3721582,12,0,1,0,2025-01-01 00:09:10,simulated
11.643085612571301,42.09393139383185,48.60281440337553,760325462.4798126,422977602.5241269,30,0,1,0,2025-01-01 00:20:00,simulated
12.27605063443507,35.06709569564205,51.65158209412478,927365412.7555507,670423465.14506,44,0,0,0,2025-01-01 00:35:50,simulated
10.625638018626507,35.50452872542883,56.61513318050316,864234308.4558191,744853403.2582084,36,0,1,0,2025-01-01 00:04:10,simulated
15.068627652213276,30.12058461157963,55.31147195299773,270051006.35462016,54020078.99223431,15,1,0,0,2025-01-01 00:12:00,simulated
12.876246392404004,25.60307324726777,51.4030740824103,272859216.930905,655562740.5217738,40,0,1,0,2025-01-01 00:07:20,simulated
2.9208884120686407,39.53892246987362,57.07237087731421,277362178.5643128,357906952.3680736,4,1,0,0,2025-01-01 00:41:10,simulated
76.09834674248853,73.65892933428582,86.95034969170206,2716257239.6996565,3715490113.4728103,322,4,4,1,2025-01-01 00:53:30,simulated
13.809401227353511,24.196703124019482,58.637939627207786,700315963.8179444,36504574.41324662,24,1,0,0,2025-01-01 00:46:50,simulated
72.5265737569905,92.63965830971745,99.92914141243766,8573251371.733049,4471880484.976111,453,3,1,1,2025-01-01 01:22:10,simulated
96.304417528936,75.8587915291464,83.10336299908981,5546468271.917026,5080867273.166479,151,1,2,1,2025-01-01 01:25:40,simulated
95.59423683360566,91.06225648989744,89.71763907833329,9128499719.90879,1441759829.8349223,327,4,4,1,2025-01-01 01:08:20,simulated
3.150913131830664,34.34384656753362,53.81653541140531,242502831.61616576,106859797.95393854,12,0,1,0,2025-01-01 00:40:40,simulated
71.35211513741001,78.964628103153,88.39712366208695,9840397476.520308,6177748552.357373,246,2,3,1,2025-01-01 01:10:20,simulated
2.4370523994797977,43.69074320465839,59.525329814730526,814202388.9057379,939764544.0207311,10,1,1,0,2025-01-01 00:53:30,simulated
96.92942334588841,92.15942621037296,83.48036419896513,7232424570.971812,7481667510.522928,273,2,1,1,2025-01-01 00:40:30,simulated
2.5481520192719764,46.08532672603698,55.94682515591285,371806446.82842183,77573650.63439089,4,1,1,0,2025-01-01 00:26:20,simulated
83.99274808097282,95.27863506284243,89.24491711487138,9095012854.950314,3769096743.1631193,154,3,2,1,2025-01-01 01:36:10,simulated
76.20674999136459,77.10513314243671,99.6140518713994,9595949732.686287,2068668005.8992972,298,1,1,1,2025-01-01 00:04:50,simulated
95.56888815728074,71.03547174259668,88.61676938205964,9574010457.671951,7579855181.451924,191,4,4,1,2025-01-01 01:30:10,simulated
99.05986164590857,91.5839687482031,86.34794122084901,7199822270.253893,6790339459.269143,230,4,1,1,2025-01-01 00:10:20,simulated
16.495944085190057,21.772626450000836,57.440448052241756,54444377.07105034,41490845.75062082,28,0,0,0,2025-01-01 00:51:30,simulated
80.79550643891508,96.0880402243503,83.04735268100347,2098469716.0114734,1861909205.7785754,403,4,0,1,2025-01-01 00:49:30,simulated
5.27300308618295,25.271649653134226,43.00010948630204,431231309.5303112,93447486.89374399,33,0,0,0,2025-01-01 00:10:00,simulated
94.64488502352995,79.04890748081965,87.09114229942932,6351830015.01365,4355505897.89083,221,4,1,1,2025-01-01 01:20:40,simulated
75.43898002848603,74.87163580512315,85.65430465078578,1747497706.3645654,2147022444.7632632,386,1,4,1,2025-01-01 00:32:30,simulated
94.17732307993876,74.60811509916431,86.9738517068106,7190606329.898159,4164010733.738435,328,1,2,1,2025-01-01 01:01:10,simulated
88.6227072085479,92.06179409006519,87.05562825726594,3282000715.5218697,9433501784.270054,179,4,4,1,2025-01-01 00:41:30,simulated
96.70958054811612,80.91762170466794,88.72652267590122,3862289746.705045,9025611098.350632,303,4,1,1,2025-01-01 00:41:40,simulated
82.6956669398063,80.2574591861912,97.58225472514829,7568308158.606763,6322086098.695501,134,2,1,1,2025-01-01 01:17:30,simulated
80.06006048243192,96.57159924533498,82.36365994391647,7565441730.345722,5701719740.437767,223,3,0,1,2025-01-01 00:44:40,simulated
17.732395057352896,33.656434099878155,44.1205781113057,37841698.155751586,557845423.2757188,11,1,0,0,2025-01-01 00:49:40,simulated
83.84849564286654,99.49076916952639,90.38991003421616,9638549554.842392,1004931865.4478096,468,4,1,1,2025-01-01 00:48:10,simulated
11.684346297103945,46.51505205710495,40.0863497122949,580393780.1104261,577337582.2021585,30,1,1,0,2025-01-01 00:52:20,simulated
4.813140684333037,37.60464991807163,44.440641243589674,381141417.0102277,457429822.4018314,17,1,0,0,2025-01-01 00:51:40,simulated
16.051148686197113,31.12637225951472,57.803989869848934,577601945.7119137,76481537.7424576,41,0,0,0,2025-01-01 01:00:10,simulated
74.65620238608493,81.98208737942299,89.89015254118017,6991809005.761484,8763117413.232883,158,4,1,1,2025-01-01 00:13:10,simulated
1.3469450442304587,44.69940448881727,46.9555211309922,527783345.34486336,474379278.74728316,2,1,1,0,2025-01-01 00:18:20,simulated
93.64368821450658,85.5250569650337,87.93020949290698,5886548523.392294,1828817591.5706363,240,2,2,1,2025-01-01 01:38:10,simulated
91.0042696267775,91.1712687321217,90.06799573504388,2480667622.1306973,9549923716.527798,247,1,3,1,2025-01-01 00:14:20,simulated
2.160583011992534,35.218074438165736,57.3310040484463,338834066.71928984,665567088.9271501,39,1,1,0,2025-01-01 01:00:30,simulated
13.885939423301057,27.79398706536071,53.58480233277464,233509683.55170622,285388040.64079684,31,1,1,0,2025-01-01 00:42:20,simulated
15.346618865756348,38.89273098496403,49.33952556256689,683200985.2352144,49246835.97542508,18,0,0,0,2025-01-01 00:43:10,simulated
87.65924954232605,83.24715265474313,82.12556130617762,1608690479.423323,7465978611.811409,130,4,1,1,2025-01-01 01:07:00,simulated
71.5647474526043,74.11975574688648,84.32707659069945,9975605945.175735,3923105307.8874946,243,3,2,1,2025-01-01 00:46:10,simulated
87.18156577008642,75.91828653808122,96.05085482739688,5188525345.353628,2208555760.5845194,162,3,3,1,2025-01-01 00:15:40,simulated
72.7705449243714,95.15578891415822,94.35895065686411,1948855656.8426135,5375360531.566497,148,4,0,1,2025-01-01 00:45:00,simulated
19.197808567263028,43.539791108513874,54.8470551551121,439324241.12824243,857815796.7478241,40,0,0,0,2025-01-01 01:02:50,simulated
90.37926568542971,78.96983790588558,84.25076795273293,4762208957.671528,2915857176.866518,116,1,4,1,2025-01-01 00:21:00,simulated
85.36527421383178,90.01848320999139,86.03276393041268,5320034096.841987,7882373680.693756,130,3,4,1,2025-01-01 01:14:10,simulated
1.206743369447616,30.269295885149845,52.802027076275344,599406575.8873144,697110319.2137797,48,0,1,0,2025-01-01 00:22:50,simulated
8.515718176481744,46.190087741988386,44.162050960868704,937847567.5344111,425377179.8395491,31,1,0,0,2025-01-01 00:59:10,simulated
17.553617447702848,31.810829264631987,45.507718026372316,279264126.3533217,307990033.5466755,37,1,0,0,2025-01-01 01:00:50,simulated
92.24490269770432,79.65670302083639,80.19671416382572,6087285611.146837,8805327397.015833,457,4,3,1,2025-01-01 01:30:20,simulated
97.88867747083793,84.5630195451482,98.9541334180471,2532897627.0991983,8680238117.60445,357,1,3,1,2025-01-01 00:58:10,simulated
91.23075921768186,72.30818039654281,96.05259040889628,9706882031.155514,6640596431.007675,268,1,2,1,2025-01-01 01:31:20,simulated
78.64032300510479,89.72050559817886,98.76800615515094,8730117568.17489,5226338353.88316,114,4,2,1,2025-01-01 01:11:30,simulated
89.16706028899594,89.8393378600328,98.32248621615429,5510753513.795006,7199912964.576549,125,3,2,1,2025-01-01 00:42:40,simulated
1.6421256488806946,40.274251227369675,41.38870937303238,962410680.2931765,278479115.6733764,12,0,1,0,2025-01-01 00:33:10,simulated
0.3143153023007872,41.32909956590778,56.34891817514769,712984789.383552,727683578.2281412,22,0,0,0,2025-01-01 00:35:30,simulated
87.67512036923137,89.90819378896857,95.31948840148549,1918299661.2172608,7028669254.923103,455,2,1,1,2025-01-01 00:01:20,simulated
12.08399130443656,44.388540107059164,48.704013875504145,555533322.9346989,434792663.1336106,21,0,0,0,2025-01-01 00:55:20,simulated
0.380946341546764,30.865374773605932,45.641808935141924,526345508.9950509,102862268.76522654,4,1,1,0,2025-01-01 00:34:40,simulated
83.23336570512839,70.7127263679485,87.31566536992361,3518279976.981238,6591517083.11625,434,1,1,1,2025-01-01 00:35:30,simulated
5.253376464913144,31.49402957161574,45.969762731408025,201483436.28307778,744286020.5527399,18,0,0,0,2025-01-01 00:13:00,simulated
5.009049057648798,25.417818743385332,46.57216910178478,308700942.7746465,444395374.5537637,35,1,1,0,2025-01-01 00:04:50,simulated
92.81261977710838,83.66981975431749,81.91593888222529,3189964769.311437,8967395438.460838,139,4,3,1,2025-01-01 00:22:30,simulated
76.14741921533282,81.2781898391178,96.90196595201009,3305673328.134484,1629837251.7119603,449,4,1,1,2025-01-01 00:49:10,simulated
97.93262521650257,97.347135347964,88.63055148928608,1102864462.216207,7916680120.014599,230,2,3,1,2025-01-01 00:26:10,simulated
80.40424106862032,72.15913751459183,88.78463181324197,8833773434.96496,5994623130.95107,195,2,0,1,2025-01-01 01:12:40,simulated
90.82880933753692,84.21682956082903,94.4802342979103,2646275883.9851956,4019802035.119792,281,3,4,1,2025-01-01 00:32:40,simulated
5.728624633117116,32.06128495744904,52.07940305572396,746669135.5789616,670176385.0501976,6,0,1,0,2025-01-01 00:27:30,simulated
72.7622757150224,71.01973820087937,84.1838078609669,5078289123.216972,1770775964.6696396,303,3,0,1,2025-01-01 01:26:20,simulated
96.95179017576464,89.44818757312359,85.83933689599716,9968116680.802286,6447020143.764834,205,3,4,1,2025-01-01 00:15:50,simulated
97.27135569857839,76.22872868519728,99.47059935709348,1818378133.3971834,7693308197.554341,247,1,2,1,2025-01-01 01:10:40,simulated
5.511807208981827,39.40644154042409,53.222204369452555,283794094.2112984,334790333.2201031,24,0,1,0,2025-01-01 00:10:50,simulated
9.522368138990739,20.44258563093586,42.032354855796555,627203077.5493695,950010631.5157127,48,1,1,0,2025-01-01 00:23:30,simulated
